filepath,filename,species,split,source_wav,ogg_quality
train/White-breasted Waterhen/xc764942_11614.ogg,xc764942_11614.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc764942_11614.wav,2
train/White-breasted Waterhen/xc956362_6425.ogg,xc956362_6425.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956362_6425.wav,2
train/White-breasted Waterhen/xc844113_101864.ogg,xc844113_101864.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc844113_101864.wav,2
train/White-breasted Waterhen/xc311142_3238.ogg,xc311142_3238.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc311142_3238.wav,2
train/White-breasted Waterhen/xc956431_20296.ogg,xc956431_20296.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956431_20296.wav,2
train/White-breasted Waterhen/xc548744_6540.ogg,xc548744_6540.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc548744_6540.wav,2
train/White-breasted Waterhen/xc583144_12062.ogg,xc583144_12062.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc583144_12062.wav,2
train/White-breasted Waterhen/xc842521_53.ogg,xc842521_53.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc842521_53.wav,2
train/White-breasted Waterhen/xc956395_13933.ogg,xc956395_13933.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956395_13933.wav,2
train/White-breasted Waterhen/xc951556_49561.ogg,xc951556_49561.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc951556_49561.wav,2
train/White-breasted Waterhen/xc447292_3150.ogg,xc447292_3150.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc447292_3150.wav,2
train/White-breasted Waterhen/xc956383_6867.ogg,xc956383_6867.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956383_6867.wav,2
train/White-breasted Waterhen/xc956382_22517.ogg,xc956382_22517.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956382_22517.wav,2
train/White-breasted Waterhen/xc1030462_15626.ogg,xc1030462_15626.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1030462_15626.wav,2
train/White-breasted Waterhen/xc944621_7539.ogg,xc944621_7539.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944621_7539.wav,2
train/White-breasted Waterhen/xc956418_10680.ogg,xc956418_10680.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956418_10680.wav,2
train/White-breasted Waterhen/xc956367_2241.ogg,xc956367_2241.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956367_2241.wav,2
train/White-breasted Waterhen/xc190858_9051.ogg,xc190858_9051.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc190858_9051.wav,2
train/White-breasted Waterhen/xc843300_10452.ogg,xc843300_10452.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc843300_10452.wav,2
train/White-breasted Waterhen/xc956433_6180.ogg,xc956433_6180.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956433_6180.wav,2
train/White-breasted Waterhen/xc711892_9528.ogg,xc711892_9528.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc711892_9528.wav,2
train/White-breasted Waterhen/xc911389_0.ogg,xc911389_0.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc911389_0.wav,2
train/White-breasted Waterhen/xc583144_21380.ogg,xc583144_21380.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc583144_21380.wav,2
train/White-breasted Waterhen/xc724405_17708.ogg,xc724405_17708.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724405_17708.wav,2
train/White-breasted Waterhen/xc996617_12792.ogg,xc996617_12792.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc996617_12792.wav,2
train/White-breasted Waterhen/xc956424_59713.ogg,xc956424_59713.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956424_59713.wav,2
train/White-breasted Waterhen/xc152652_3695.ogg,xc152652_3695.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc152652_3695.wav,2
train/White-breasted Waterhen/xc1000132_20919.ogg,xc1000132_20919.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1000132_20919.wav,2
train/White-breasted Waterhen/xc956442_11428.ogg,xc956442_11428.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956442_11428.wav,2
train/White-breasted Waterhen/xc318819_10776.ogg,xc318819_10776.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc318819_10776.wav,2
train/White-breasted Waterhen/xc984006_12626.ogg,xc984006_12626.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc984006_12626.wav,2
train/White-breasted Waterhen/xc1027177_4452.ogg,xc1027177_4452.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1027177_4452.wav,2
train/White-breasted Waterhen/xc944619_15255.ogg,xc944619_15255.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944619_15255.wav,2
train/White-breasted Waterhen/xc156228_46082.ogg,xc156228_46082.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc156228_46082.wav,2
train/White-breasted Waterhen/xc956392_67953.ogg,xc956392_67953.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956392_67953.wav,2
train/White-breasted Waterhen/xc318467_4937.ogg,xc318467_4937.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc318467_4937.wav,2
train/White-breasted Waterhen/xc944621_27108.ogg,xc944621_27108.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944621_27108.wav,2
train/White-breasted Waterhen/xc984006_3657.ogg,xc984006_3657.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc984006_3657.wav,2
train/White-breasted Waterhen/xc783854_12087.ogg,xc783854_12087.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc783854_12087.wav,2
train/White-breasted Waterhen/xc843764_16718.ogg,xc843764_16718.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc843764_16718.wav,2
train/White-breasted Waterhen/xc956403_27142.ogg,xc956403_27142.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956403_27142.wav,2
train/White-breasted Waterhen/xc1027177_426.ogg,xc1027177_426.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1027177_426.wav,2
train/White-breasted Waterhen/xc190858_22897.ogg,xc190858_22897.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc190858_22897.wav,2
train/White-breasted Waterhen/xc956418_63297.ogg,xc956418_63297.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956418_63297.wav,2
train/White-breasted Waterhen/xc783854_27754.ogg,xc783854_27754.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc783854_27754.wav,2
train/White-breasted Waterhen/xc910592_22907.ogg,xc910592_22907.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc910592_22907.wav,2
train/White-breasted Waterhen/xc190859_1308.ogg,xc190859_1308.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc190859_1308.wav,2
train/White-breasted Waterhen/xc956426_8343.ogg,xc956426_8343.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956426_8343.wav,2
train/White-breasted Waterhen/xc956442_124261.ogg,xc956442_124261.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956442_124261.wav,2
train/White-breasted Waterhen/xc767766_8867.ogg,xc767766_8867.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc767766_8867.wav,2
train/White-breasted Waterhen/xc904468_33790.ogg,xc904468_33790.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc904468_33790.wav,2
train/White-breasted Waterhen/xc156229_7120.ogg,xc156229_7120.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc156229_7120.wav,2
train/White-breasted Waterhen/xc956393_31421.ogg,xc956393_31421.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956393_31421.wav,2
train/White-breasted Waterhen/xc1030459_4250.ogg,xc1030459_4250.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1030459_4250.wav,2
train/White-breasted Waterhen/xc843764_1522.ogg,xc843764_1522.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc843764_1522.wav,2
train/White-breasted Waterhen/xc946362_6225.ogg,xc946362_6225.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc946362_6225.wav,2
train/White-breasted Waterhen/xc956441_9108.ogg,xc956441_9108.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956441_9108.wav,2
train/White-breasted Waterhen/xc783854_3043.ogg,xc783854_3043.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc783854_3043.wav,2
train/White-breasted Waterhen/xc956417_6484.ogg,xc956417_6484.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956417_6484.wav,2
train/White-breasted Waterhen/xc956383_41052.ogg,xc956383_41052.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956383_41052.wav,2
train/White-breasted Waterhen/xc956391_307.ogg,xc956391_307.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956391_307.wav,2
train/White-breasted Waterhen/xc709128_14.ogg,xc709128_14.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc709128_14.wav,2
train/White-breasted Waterhen/xc951556_46520.ogg,xc951556_46520.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc951556_46520.wav,2
train/White-breasted Waterhen/xc982016_10130.ogg,xc982016_10130.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc982016_10130.wav,2
train/White-breasted Waterhen/xc844113_1993.ogg,xc844113_1993.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc844113_1993.wav,2
train/White-breasted Waterhen/xc986408_27907.ogg,xc986408_27907.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc986408_27907.wav,2
train/White-breasted Waterhen/xc956395_1522.ogg,xc956395_1522.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956395_1522.wav,2
train/White-breasted Waterhen/xc311142_11906.ogg,xc311142_11906.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc311142_11906.wav,2
train/White-breasted Waterhen/xc394872_289.ogg,xc394872_289.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc394872_289.wav,2
train/White-breasted Waterhen/xc1030461_20194.ogg,xc1030461_20194.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1030461_20194.wav,2
train/White-breasted Waterhen/xc1049153_8051.ogg,xc1049153_8051.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1049153_8051.wav,2
train/White-breasted Waterhen/xc764940_11467.ogg,xc764940_11467.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc764940_11467.wav,2
train/White-breasted Waterhen/xc843764_33621.ogg,xc843764_33621.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc843764_33621.wav,2
train/White-breasted Waterhen/xc764945_116202.ogg,xc764945_116202.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc764945_116202.wav,2
train/White-breasted Waterhen/xc151342_9415.ogg,xc151342_9415.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc151342_9415.wav,2
train/White-breasted Waterhen/xc956375_37149.ogg,xc956375_37149.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956375_37149.wav,2
train/White-breasted Waterhen/xc105148_12449.ogg,xc105148_12449.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc105148_12449.wav,2
train/White-breasted Waterhen/xc956413_76918.ogg,xc956413_76918.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956413_76918.wav,2
train/White-breasted Waterhen/xc1000132_9303.ogg,xc1000132_9303.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1000132_9303.wav,2
train/White-breasted Waterhen/xc904468_21136.ogg,xc904468_21136.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc904468_21136.wav,2
train/White-breasted Waterhen/xc711892_3528.ogg,xc711892_3528.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc711892_3528.wav,2
train/White-breasted Waterhen/xc956391_46743.ogg,xc956391_46743.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956391_46743.wav,2
train/White-breasted Waterhen/xc102912_18000.ogg,xc102912_18000.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc102912_18000.wav,2
train/White-breasted Waterhen/xc956393_3000.ogg,xc956393_3000.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956393_3000.wav,2
train/White-breasted Waterhen/xc956438_6000.ogg,xc956438_6000.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956438_6000.wav,2
train/White-breasted Waterhen/xc944621_21516.ogg,xc944621_21516.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944621_21516.wav,2
train/White-breasted Waterhen/xc844113_39193.ogg,xc844113_39193.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc844113_39193.wav,2
train/White-breasted Waterhen/xc797495_9000.ogg,xc797495_9000.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc797495_9000.wav,2
train/White-breasted Waterhen/xc956367_6286.ogg,xc956367_6286.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956367_6286.wav,2
train/White-breasted Waterhen/xc541285_11301.ogg,xc541285_11301.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc541285_11301.wav,2
train/White-breasted Waterhen/xc956362_46202.ogg,xc956362_46202.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956362_46202.wav,2
train/White-breasted Waterhen/xc724405_23460.ogg,xc724405_23460.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724405_23460.wav,2
train/White-breasted Waterhen/xc956441_380.ogg,xc956441_380.ogg,White-breasted Waterhen,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956441_380.wav,2
val/White-breasted Waterhen/xc188426_15174.ogg,xc188426_15174.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc188426_15174.wav,2
val/White-breasted Waterhen/xc764945_482.ogg,xc764945_482.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc764945_482.wav,2
val/White-breasted Waterhen/xc818183_17970.ogg,xc818183_17970.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc818183_17970.wav,2
val/White-breasted Waterhen/xc956362_38394.ogg,xc956362_38394.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956362_38394.wav,2
val/White-breasted Waterhen/xc818183_103778.ogg,xc818183_103778.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc818183_103778.wav,2
val/White-breasted Waterhen/xc724405_996.ogg,xc724405_996.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724405_996.wav,2
val/White-breasted Waterhen/xc284524_3959.ogg,xc284524_3959.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc284524_3959.wav,2
val/White-breasted Waterhen/xc956355_50866.ogg,xc956355_50866.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956355_50866.wav,2
val/White-breasted Waterhen/xc724405_12817.ogg,xc724405_12817.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724405_12817.wav,2
val/White-breasted Waterhen/xc944619_255.ogg,xc944619_255.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944619_255.wav,2
val/White-breasted Waterhen/xc447292_14969.ogg,xc447292_14969.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc447292_14969.wav,2
val/White-breasted Waterhen/xc844113_33193.ogg,xc844113_33193.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc844113_33193.wav,2
val/White-breasted Waterhen/xc583630_959.ogg,xc583630_959.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc583630_959.wav,2
val/White-breasted Waterhen/xc842519_14212.ogg,xc842519_14212.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc842519_14212.wav,2
val/White-breasted Waterhen/xc724411_9613.ogg,xc724411_9613.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724411_9613.wav,2
val/White-breasted Waterhen/xc797495_13337.ogg,xc797495_13337.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc797495_13337.wav,2
val/White-breasted Waterhen/xc956382_18000.ogg,xc956382_18000.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956382_18000.wav,2
val/White-breasted Waterhen/xc956426_3380.ogg,xc956426_3380.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956426_3380.wav,2
val/White-breasted Waterhen/xc359540_9356.ogg,xc359540_9356.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc359540_9356.wav,2
val/White-breasted Waterhen/xc842521_6223.ogg,xc842521_6223.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc842521_6223.wav,2
val/White-breasted Waterhen/xc906828_8977.ogg,xc906828_8977.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc906828_8977.wav,2
val/White-breasted Waterhen/xc741765_12860.ogg,xc741765_12860.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc741765_12860.wav,2
val/White-breasted Waterhen/xc152652_30583.ogg,xc152652_30583.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc152652_30583.wav,2
val/White-breasted Waterhen/xc1073418_18805.ogg,xc1073418_18805.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1073418_18805.wav,2
val/White-breasted Waterhen/xc583630_10098.ogg,xc583630_10098.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc583630_10098.wav,2
val/White-breasted Waterhen/xc724405_5571.ogg,xc724405_5571.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc724405_5571.wav,2
val/White-breasted Waterhen/xc462432_7589.ogg,xc462432_7589.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc462432_7589.wav,2
val/White-breasted Waterhen/xc956373_18000.ogg,xc956373_18000.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956373_18000.wav,2
val/White-breasted Waterhen/xc944619_8798.ogg,xc944619_8798.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc944619_8798.wav,2
val/White-breasted Waterhen/xc284524_7081.ogg,xc284524_7081.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc284524_7081.wav,2
val/White-breasted Waterhen/xc910592_16610.ogg,xc910592_16610.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc910592_16610.wav,2
val/White-breasted Waterhen/xc956355_34107.ogg,xc956355_34107.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956355_34107.wav,2
val/White-breasted Waterhen/xc956418_34256.ogg,xc956418_34256.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956418_34256.wav,2
val/White-breasted Waterhen/xc956426_69289.ogg,xc956426_69289.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956426_69289.wav,2
val/White-breasted Waterhen/xc1003536_0.ogg,xc1003536_0.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1003536_0.wav,2
val/White-breasted Waterhen/xc1000900_40770.ogg,xc1000900_40770.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc1000900_40770.wav,2
val/White-breasted Waterhen/xc707552_2815.ogg,xc707552_2815.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc707552_2815.wav,2
val/White-breasted Waterhen/xc783854_21340.ogg,xc783854_21340.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc783854_21340.wav,2
val/White-breasted Waterhen/xc956373_8502.ogg,xc956373_8502.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956373_8502.wav,2
val/White-breasted Waterhen/xc956442_67041.ogg,xc956442_67041.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc956442_67041.wav,2
val/White-breasted Waterhen/xc156228_42223.ogg,xc156228_42223.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc156228_42223.wav,2
val/White-breasted Waterhen/xc764942_5614.ogg,xc764942_5614.ogg,White-breasted Waterhen,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/White-breasted Waterhen/xc764942_5614.wav,2
